id,category,topic,source,source_type,knowledge_cutoff,user,assistant
115,movies,Brand New Day writers,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who wrote Spider-Man: Brand New Day?,Spider-Man: Brand New Day is written by Chris McKenna and Erik Sommers.
146,production,Columbia Pictures,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Columbia Pictures' connection to Spider-Man?,"Columbia Pictures, a Sony company, is the film label associated with the Spider-Man movie franchise."
10,characters,Gwen Stacy,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Gwen Stacy to Peter Parker.,Gwen Stacy is an important character in Peter Parker's history and one of his major early romantic relationships in the comics.
74,allies,Miles and Peter,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How are Peter Parker and Miles Morales connected?,"Peter Parker and Miles Morales can operate as a Spider-Man partnership, with Peter often serving as a mentor or older-brother figure to Miles."
188,grounding,continuity,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why should the Spider-Man AI mention continuity?,"When answering a question that could refer to comics, MCU films, Sony films, animation or games, the model should identify the relevant continuity."
113,movies,Brand New Day (2026),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man: Brand New Day.,Spider-Man: Brand New Day is a 2026 live-action film directed by Destin Daniel Cretton and starring Tom Holland; Sony describes Peter as fighting crime full-time in a world that does not remember him.
94,movies,Spider-Man 2 (2004),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man 2 (2004) about?,Spider-Man 2 follows Peter Parker as he struggles with his personal life and responsibilities while facing Doctor Octopus.
139,actors,Andrew Garfield,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who played Spider-Man in The Amazing Spider-Man films?,Andrew Garfield played Peter Parker/Spider-Man in The Amazing Spider-Man films.
46,villains,Lizard,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is the Lizard?,"The Lizard is commonly associated with Dr. Curt Connors, whose scientific work transforms him into a reptilian creature."
86,relationships,Peter and Uncle Ben,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,How does Uncle Ben influence Peter?,Uncle Ben's death and moral example are foundational to Peter's understanding of responsibility.
68,allies,Iron Man,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man's relationship with Iron Man.,"Peter Parker has a major relationship with Iron Man in the MCU, where Tony Stark becomes a mentor-like figure to Peter."
129,movie_business,Far From Home worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Far From Home make worldwide?,Spider-Man: Far From Home earned about $1.132 billion worldwide according to The Numbers.
174,story,secret identity,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why does Spider-Man have a secret identity?,"Peter Parker traditionally maintains a secret identity to protect himself and people close to him, although some stories change who knows it."
31,powers,intelligence,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Is Peter Parker intelligent?,Peter Parker is frequently portrayed as a highly intelligent scientist and inventor.
69,allies,Black Cat,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Black Cat?,"Felicia Hardy, Black Cat, is a recurring Spider-Man ally and romantic interest whose relationship with Peter is complicated."
83,relationships,Peter and Ned,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Give me a concise explanation of Peter's relationship with Ned in the MCU.,The Peter-Ned relationship varies by adaptation; in the MCU films Ned Leeds is Peter's close friend and confidant.
120,movie_business,Spider-Man 2 budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Spider-Man 2?,Spider-Man 2 (2004) had a reported production budget of about $200 million.
184,future,Beyond the Spider-Verse,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of the next Spider-Verse movie listed after Across the Spider-Verse.,"The Numbers franchise listing currently places Spider-Man: Beyond the Spider-Verse on June 17, 2027, but this should be treated as a current listing rather than an immutable fact."
25,powers,Spider-Sense,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Give me a concise explanation of Spider-Sense.,"Spider-Sense is Spider-Man's danger-detection ability, warning him about threats before they fully reach him."
138,actors,Tobey Maguire,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who played Spider-Man in the original Raimi trilogy?,Tobey Maguire played Peter Parker/Spider-Man in Sam Raimi's Spider-Man trilogy.
96,movies,Spider-Man 3 (2007),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man 3 about?,"Spider-Man 3 continues the Tobey Maguire series with Peter facing multiple threats including Sandman, Venom, and a new Green Goblin."
57,villains,Kingpin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Kingpin.,"Kingpin, Wilson Fisk, is a major crime boss who has repeatedly conflicted with Spider-Man and other Marvel heroes."
20,characters,J. Jonah Jameson,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is J. Jonah Jameson?,J. Jonah Jameson is a longtime Spider-Man supporting character and a frequent critic of Spider-Man in many versions of the story.
123,movie_business,The Amazing Spider-Man worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did The Amazing Spider-Man make worldwide?,The Amazing Spider-Man (2012) earned about $758.6 million worldwide according to The Numbers.
77,relationships,Peter and MJ,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Give me a concise explanation of Peter Parker's relationship with MJ.,"Peter Parker and Mary Jane Watson have one of Spider-Man's most important long-running relationships; they have been friends, romantic partners, and spouses in different continuity states."
6,characters,Spider-Man,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Spider-Man.,"Spider-Man is the superhero identity primarily associated with Peter Parker, although many other characters have carried the mantle."
66,allies,Captain America,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man work with Captain America Give me the context.,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.
137,movie_business,Brand New Day production,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,Which companies are associated with Brand New Day's production?,"Sony lists Columbia Pictures as a Sony company and Marvel Studios as associated with Spider-Man: Brand New Day; The Numbers lists Marvel Studios, Columbia Pictures, Pascal Pictures and Sony Pictures among production/financing companies."
98,movies,The Amazing Spider-Man (2012),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is The Amazing Spider-Man (2012) about?,The Amazing Spider-Man stars Andrew Garfield as Peter Parker and centers on his investigation into his parents and Dr. Curt Connors.
169,crossovers,Spider-Man and Venom,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Is Venom a villain or an anti-hero?,"Venom has been Spider-Man's enemy, rival, anti-hero and uneasy ally depending on the continuity."
124,movie_business,The Amazing Spider-Man 2 budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of The Amazing Spider-Man 2?,The Amazing Spider-Man 2 (2014) had a reported production budget of about $200 million.
166,crossovers,Spider-Man and Daredevil,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why do Spider-Man and Daredevil work well together?,Spider-Man and Daredevil share a strong New York superhero connection and have teamed up repeatedly.
13,characters,Harry Osborn,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Harry Osborn?,Harry Osborn is Peter Parker's longtime friend and the son of Norman Osborn; his relationship with Peter becomes complicated by his father's identity as Green Goblin.
36,villains,Doctor Octopus,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Doctor Octopus?,"Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies."
163,crossovers,Spider-Man and Avengers,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man's relationship with the Avengers.,"Spider-Man has been affiliated with the Avengers at various points in Marvel Comics, connecting him to heroes such as Captain America and Iron Man."
43,villains,Mysterio,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Mysterio.,"Mysterio is a master of illusion and deception, commonly associated with Quentin Beck."
67,allies,Iron Man,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What is Spider-Man's relationship with Iron Man?,"Peter Parker has a major relationship with Iron Man in the MCU, where Tony Stark becomes a mentor-like figure to Peter."
136,movie_business,Brand New Day budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What budget is listed for Spider-Man: Brand New Day?,The Numbers currently lists Spider-Man: Brand New Day with a production budget of about $225 million.
79,relationships,Peter and Harry,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Give me a concise explanation of Peter Parker's relationship with Harry Osborn.,Peter Parker and Harry Osborn are longtime friends whose relationship is strained by Norman Osborn's Green Goblin identity and Harry's own struggles.
119,movie_business,Spider-Man (2002) worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Spider-Man (2002) make worldwide?,Spider-Man (2002) earned about $823.9 million worldwide according to The Numbers.
125,movie_business,The Amazing Spider-Man 2 worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did The Amazing Spider-Man 2 make worldwide?,The Amazing Spider-Man 2 (2014) earned about $709.7 million worldwide according to The Numbers.
30,powers,web-shooters,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What are Spider-Man's web-shooters?,Peter Parker commonly uses web-shooters as technology for launching and manipulating web fluid.
133,movie_business,Into the Spider-Verse worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Into the Spider-Verse make worldwide?,Into the Spider-Verse earned about $373.8 million worldwide according to The Numbers.
171,story,origin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How does Peter Parker become Spider-Man — explain briefly.,Peter Parker becomes Spider-Man after being bitten by a radioactive or otherwise altered spider depending on the continuity.
52,villains,Vulture,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Vulture?,Vulture is a recurring Spider-Man villain associated with Adrian Toomes and advanced flight technology.
167,crossovers,Spider-Man and Deadpool,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Why are Spider-Man and Deadpool often paired?,"Spider-Man and Deadpool are a popular hero pairing in Marvel stories, often contrasting Peter's responsibility with Deadpool's chaotic humor."
39,villains,Venom,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Venom.,"Venom is a symbiote-based character whose relationship to Spider-Man varies between enemy, anti-hero, and uneasy ally depending on the story."
32,powers,healing,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man heal quickly?,"Spider-Man versions often have enhanced recovery, but the exact extent varies by continuity."
97,movies,Spider-Man 3 (2007),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man 3 about.,"Spider-Man 3 continues the Tobey Maguire series with Peter facing multiple threats including Sandman, Venom, and a new Green Goblin."
159,games,Spider-Man 2 playable heroes,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Can you play as both Peter and Miles in Spider-Man 2?,Marvel's Spider-Man 2 lets players switch between Peter Parker and Miles Morales.
42,villains,Mysterio,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Mysterio?,"Mysterio is a master of illusion and deception, commonly associated with Quentin Beck."
192,grounding,unverified favorite food,https://www.marvel.com/characters/spider-man-miles-morales/in-comics,grounding_example,28-08-2026,What is Peter Parker's officially confirmed favorite food?,There is no single universally established official answer across Spider-Man continuities. The AI should not invent one.
102,movies,Spider-Man: Homecoming (2017),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man: Homecoming about?,Spider-Man: Homecoming stars Tom Holland and follows Peter Parker balancing high school with superhero responsibilities under the broader MCU setting.
27,powers,strength,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How strong is Spider-Man?,Spider-Man possesses superhuman physical strength that is substantially beyond a normal human's capabilities.
147,production,Pascal Pictures,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Pascal Pictures' connection to Brand New Day?,Pascal Pictures is listed among the production/financing companies for Spider-Man: Brand New Day.
149,games,Marvel's Spider-Man (2018),https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Give me a concise explanation of Marvel's Spider-Man (2018) game.,Marvel's Spider-Man is an action-adventure game developed by Insomniac Games and published by Sony Interactive Entertainment.
183,future,Beyond the Spider-Verse,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is the next Spider-Verse movie listed after Across the Spider-Verse?,"The Numbers franchise listing currently places Spider-Man: Beyond the Spider-Verse on June 17, 2027, but this should be treated as a current listing rather than an immutable fact."
3,characters,Peter Parker,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How would you describe Peter Parker?,Peter Parker is a science-minded New Yorker whose life combines ordinary responsibilities with his work as Spider-Man.
47,villains,Lizard,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about the Lizard.,"The Lizard is commonly associated with Dr. Curt Connors, whose scientific work transforms him into a reptilian creature."
105,movies,Spider-Man: Far From Home (2019),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Spider-Man: Far From Home about.,Spider-Man: Far From Home follows Peter on a European trip while he faces a new threat involving Mysterio.
145,production,Marvel Studios,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What role does Marvel Studios have in Spider-Man films?,Marvel Studios is a key production partner on the MCU Spider-Man films and is listed with Brand New Day.
160,games,Spider-Man 2 setting,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Where is Marvel's Spider-Man 2 set?,Marvel's Spider-Man 2 expands its version of Marvel's New York to include areas such as Brooklyn and Queens.
37,villains,Doctor Octopus,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Doctor Octopus.,"Doctor Octopus, usually Otto Octavius, is a brilliant scientist who becomes one of Spider-Man's most persistent enemies."
187,grounding,unknown fact,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What should the Spider-Man AI do when it does not know a fact?,"If a Spider-Man detail is not established by the source or continuity being discussed, the model should say that it is unknown or not established instead of inventing a fact."
23,characters,Ganke Lee,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Ganke Lee.,Ganke Lee is Miles Morales's close friend and an important ally who helps him protect his secret identity in the comics.
128,movie_business,Far From Home budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Spider-Man: Far From Home?,Spider-Man: Far From Home had a reported production budget of about $160 million.
91,relationships,Peter and Avengers,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,Is Spider-Man an Avenger?,"Spider-Man has been associated with the Avengers at various points in Marvel Comics, connecting him to a wider superhero community."
34,villains,Green Goblin,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Green Goblin?,Green Goblin is one of Spider-Man's most important enemies and is strongly associated with Norman Osborn.
12,characters,Mary Jane Watson,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Mary Jane Watson.,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.
126,movie_business,Homecoming budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Spider-Man: Homecoming?,Spider-Man: Homecoming had a reported production budget of about $175 million in The Numbers database.
156,games,Spider-Man 2 developer,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Who developed Marvel's Spider-Man 2?,Marvel's Spider-Man 2 was developed by Insomniac Games.
7,characters,Miles Morales,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Miles Morales?,Miles Morales is another major Spider-Man who originated in an alternate universe and later became part of the main Marvel continuity.
28,powers,strength,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,How strong is Spider-Man — explain briefly.,Spider-Man possesses superhuman physical strength that is substantially beyond a normal human's capabilities.
110,movies,Across the Spider-Verse (2023),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Across the Spider-Verse about?,Across the Spider-Verse follows Miles Morales as he encounters a larger network of Spider-People across the multiverse.
5,characters,Spider-Man,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Spider-Man?,"Spider-Man is the superhero identity primarily associated with Peter Parker, although many other characters have carried the mantle."
33,powers,healing,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man heal quickly Give me the context.,"Spider-Man versions often have enhanced recovery, but the exact extent varies by continuity."
194,grounding,rumor handling,https://www.marvel.com/characters/spider-man-miles-morales/in-comics,grounding_example,28-08-2026,Is a rumored Spider-Man casting announcement confirmed?,Not necessarily. A rumor should be labeled as a rumor unless it is supported by an official announcement or reliable current reporting.
142,actors,Jacob Batalon,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who plays Ned Leeds?,Jacob Batalon plays Ned Leeds in the MCU Spider-Man films.
99,movies,The Amazing Spider-Man (2012),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of The Amazing Spider-Man (2012) about.,The Amazing Spider-Man stars Andrew Garfield as Peter Parker and centers on his investigation into his parents and Dr. Curt Connors.
141,actors,Zendaya,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who plays MJ in the MCU Spider-Man films?,Zendaya plays MJ in the MCU Spider-Man films.
11,characters,Mary Jane Watson,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Mary Jane Watson?,Mary Jane Watson is one of Peter Parker's closest relationships and a major recurring character in Spider-Man stories.
63,allies,Daredevil,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man work with Daredevil Give me the context.,Daredevil and Spider-Man are fellow New York heroes who have worked together in many stories.
101,movies,The Amazing Spider-Man 2 (2014),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of The Amazing Spider-Man 2 about.,The Amazing Spider-Man 2 features Peter facing Electro while Harry Osborn returns and the story expands the OsCorp conflict.
143,actors,Jon Bernthal,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Who is Jon Bernthal playing in Brand New Day?,Jon Bernthal is listed in the cast of Spider-Man: Brand New Day as Frank Castle/Punisher in the film's announced cast.
1,characters,Peter Parker,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Who is Peter Parker?,Peter Parker is the character most commonly associated with the Spider-Man identity in Marvel Comics.
176,story,multiverse,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Give me a concise explanation of the Spider-Verse.,The Spider-Verse concept allows multiple Spider-People and alternate realities to coexist.
179,future,Brand New Day status,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is the major live-action Spider-Man project in 2026?,"As of August 28, 2026, Sony lists Spider-Man: Brand New Day as a 2026 film starring Tom Holland, directed by Destin Daniel Cretton."
71,allies,Deadpool,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man team up with Deadpool?,Spider-Man and Deadpool are frequently paired in Marvel stories and have a relationship built around contrasting personalities and humor.
112,movies,Brand New Day (2026),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is Spider-Man: Brand New Day?,Spider-Man: Brand New Day is a 2026 live-action film directed by Destin Daniel Cretton and starring Tom Holland; Sony describes Peter as fighting crime full-time in a world that does not remember him.
65,allies,Captain America,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Does Spider-Man work with Captain America?,Spider-Man has fought alongside Captain America in Marvel stories and has interacted with him as a fellow hero.
45,villains,Kraven the Hunter,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Kraven the Hunter.,Kraven is a hunter who views Spider-Man as a premier challenge and has repeatedly pursued him.
127,movie_business,Homecoming worldwide,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,How much did Spider-Man: Homecoming make worldwide?,Spider-Man: Homecoming earned about $878.9 million worldwide according to The Numbers.
29,powers,agility,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What makes Spider-Man so agile?,Spider-Man has enhanced agility and reflexes that support his acrobatic fighting and movement.
41,villains,Carnage,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Tell me about Carnage.,"Carnage is a violent symbiote-linked antagonist, most commonly associated with Cletus Kasady."
118,movie_business,Spider-Man (2002) budget,https://www.the-numbers.com/movies/franchise/Spider-Man,researched_summary,28-08-2026,What was the budget of Spider-Man (2002)?,Spider-Man (2002) had a reported production budget of about $139 million in The Numbers database.
181,future,Brand New Day premise,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What is the premise of Brand New Day?,"Sony's official synopsis says Peter is fighting crime full-time in a world that does not remember him, while a new unseen threat emerges."
153,games,Marvel's Spider-Man: Miles Morales,https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,Give me a concise explanation of Marvel's Spider-Man: Miles Morales.,Marvel's Spider-Man: Miles Morales is a follow-up game centered on Miles Morales and his life as Spider-Man.
26,powers,wall-crawling,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,Can Spider-Man climb walls?,Spider-Man can adhere to and move across walls and other surfaces.
24,powers,Spider-Sense,https://www.marvel.com/characters/spider-man-peter-parker/in-comics,researched_summary,28-08-2026,What is Spider-Sense?,"Spider-Sense is Spider-Man's danger-detection ability, warning him about threats before they fully reach him."
148,games,Marvel's Spider-Man (2018),https://www.playstation.com/en-in/games/marvels-spider-man-2/,researched_summary,28-08-2026,What is Marvel's Spider-Man (2018) game?,Marvel's Spider-Man is an action-adventure game developed by Insomniac Games and published by Sony Interactive Entertainment.
144,production,Sony Pictures,https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,What studio is strongly associated with Spider-Man films?,Sony Pictures is the studio behind the Columbia Pictures Spider-Man film franchise.
82,relationships,Peter and Ned,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,What is Peter's relationship with Ned in the MCU?,The Peter-Ned relationship varies by adaptation; in the MCU films Ned Leeds is Peter's close friend and confidant.
109,movies,Into the Spider-Verse (2018),https://www.sonypictures.com/movies/spidermanbrandnewday,researched_summary,28-08-2026,Give me a concise explanation of Into the Spider-Verse about.,Into the Spider-Verse introduces Miles Morales and explores a multiverse containing multiple Spider-People.
80,relationships,Peter and Gwen,https://www.marvel.com/characters/mary-jane-watson,researched_summary,28-08-2026,What is Peter Parker's relationship with Gwen Stacy?,"Gwen Stacy is one of Peter Parker's major early romantic relationships, and her death has a lasting effect on Peter in classic comics."
